策略-参数1,策略-参数2,策略-参数3,标的,开始时间,结束时间,保证金,使用金额,起始金额,结束金额,最大回撤,盈亏比,胜率,收益率
VWMA,5,15,SHFE.au2502,2024-01-15,2025-01-15,34275.0,2809577.012216024,10000000.0,9409299.999999998,204.9290307962089,1.9423076923077,0.2352941176470588,-21.02451712238681
VWMA,10,30,SHFE.au2502,2024-01-15,2025-01-15,34275.0,2157712.5628537424,10000000.0,9095700.000000073,157.38238970486816,1.1411012782694268,0.1538461538461538,-41.91012350615971
VWMA,20,40,SHFE.au2502,2024-01-15,2025-01-15,34275.0,980812.3598305676,10000000.0,10101900.000000088,71.53992413060304,3.663992449268538,0.2,10.389347052854276
VWMA,20,60,SHFE.au2502,2024-01-15,2025-01-15,34275.0,978160.3825163944,10000000.0,10110700.00000012,71.34649033671731,2.2167070217917706,0.3333333333333333,11.31716250001218
MA+kσ,5,15,SHFE.au2502,2024-01-15,2025-01-15,34275.0,1297119.463260887,10000000.0,10219700.000000052,94.611193527417,2.348481489691881,0.3333333333333333,16.937530136795452
MA+kσ,10,30,SHFE.au2502,2024-01-15,2025-01-15,34275.0,1496951.795606096,10000000.0,9419500.000000171,109.18685598877434,2.026197122611133,0.125,-38.778803813438095
MA+kσ,20,40,SHFE.au2502,2024-01-15,2025-01-15,34275.0,1246955.674622524,10000000.0,10149500.000000102,90.95227386014034,1.987138263665592,0.3333333333333333,11.98919921875802
MA+kσ,20,60,SHFE.au2502,2024-01-15,2025-01-15,34275.0,1131800.4373046858,10000000.0,10221300.00000008,82.55291300544755,0.0,0.0,19.552916990127045
MA,5,15,DCE.c1801,2017-01-15,2018-01-15,1204.5,33773.08200571471,10000000.0,10004428.0,70.09772105793837,1.199248120300752,0.2666666666666666,13.111033216485076
MA,10,30,DCE.c1801,2017-01-15,2018-01-15,1204.5,34972.10786504636,10000000.0,10016868.0,72.58635920516056,0.5707964601769911,0.4,48.23272324645633
MA,20,40,DCE.c1801,2017-01-15,2018-01-15,1204.5,32325.36765808188,10000000.0,10014268.0,67.09291751366102,0.0,0.0,44.13870911204552
MA,20,60,DCE.c1801,2017-01-15,2018-01-15,1204.5,24090.0,10000000.0,10013316.0,38.53881278538813,0.0,0.0,55.27604815276048
EMA,5,15,DCE.c1801,2017-01-15,2018-01-15,1204.5,46216.88260007958,10000000.0,10003728.0,95.92545163984968,0.9242424242424244,0.2,8.06631644167532
EMA,10,30,DCE.c1801,2017-01-15,2018-01-15,1204.5,63188.4757778842,10000000.0,10000572.0,131.15084221229597,0.0,0.0,0.905228355263158
EMA,20,40,DCE.c1801,2017-01-15,2018-01-15,1204.5,39288.97513124654,10000000.0,10008216.0,81.54623314912108,0.0,0.0,20.911718802931595
EMA,20,60,DCE.c1801,2017-01-15,2018-01-15,1204.5,29272.0,10000000.0,10012764.0,60.755500207555,0.0,0.0,43.604810057392726
VWMA,5,15,DCE.c1801,2017-01-15,2018-01-15,1204.5,54247.99999999999,10000000.0,9993328.0,112.59443752594436,0.9294117647058824,0.2,-12.299070933490636
VWMA,10,30,DCE.c1801,2017-01-15,2018-01-15,1204.5,32221.672312788487,10000000.0,10015172.0,66.87769263758507,1.4383561643835616,0.2222222222222222,47.08632082382134
VWMA,20,40,DCE.c1801,2017-01-15,2018-01-15,1204.5,31533.70739790532,10000000.0,10011968.0,65.44978704422026,0.0,0.0,37.95303815369009
VWMA,20,60,DCE.c1801,2017-01-15,2018-01-15,1204.5,24090.0,10000000.0,10012692.0,47.00429301764114,0.0348837209302325,0.25,52.68576172685761
MA+kσ,5,15,DCE.c1801,2017-01-15,2018-01-15,1204.5,40020.84635730705,10000000.0,10001228.0,83.06526848756133,1.0927152317880795,0.2666666666666666,3.068400875474715
MA+kσ,10,30,DCE.c1801,2017-01-15,2018-01-15,1204.5,41859.1674054911,10000000.0,10013220.0,86.88079577727501,1.218045112781955,0.1428571428571428,31.582090183346068
MA+kσ,20,40,DCE.c1801,2017-01-15,2018-01-15,1204.5,24090.0,10000000.0,10020868.0,48.653076114914505,0.9545454545454546,0.4,86.62515566625156
MA+kσ,20,60,DCE.c1801,2017-01-15,2018-01-15,1204.5,36239.31870080842,10000000.0,10004668.0,75.2165186816281,0.0,0.0,12.881036860927152
MA,5,15,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,10077200.0,30.037702094746816,0.9217171717171538,0.5454545454545454,18.38270311458234
MA,10,30,SHFE.au1802,2017-01-15,2018-01-15,20998.0,514724.2263668932,10000000.0,9790500.0,61.28253004653933,0.1313131313131264,0.2857142857142857,-40.70140655292749
MA,20,40,SHFE.au1802,2017-01-15,2018-01-15,20998.0,640934.8441926345,10000000.0,9840600.0,76.30903469290342,1.402298850574685,0.25,-24.869922651933702
MA,20,60,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,9923700.0,25.0482991037729,0.0,0.0,-18.168396990189542
EMA,5,15,SHFE.au1802,2017-01-15,2018-01-15,20998.0,955243.4885595707,10000000.0,9740800.0,113.73029438036608,0.6872282608695559,0.3076923076923077,-27.1344430089602
EMA,10,30,SHFE.au1802,2017-01-15,2018-01-15,20998.0,664050.5303112675,10000000.0,9811800.0,79.06116419555048,0.4733178654292193,0.25,-28.34121673117
EMA,20,40,SHFE.au1802,2017-01-15,2018-01-15,20998.0,498186.16742613696,10000000.0,9970200.0,59.31352598177647,0.0,0.0,-5.981699603174604
EMA,20,60,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,9943600.0,40.74274344224408,0.4513888888888667,0.5,-13.429850461948757
VWMA,5,15,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,10200200.0,17.850557631533846,1.1007751937984402,0.6363636363636364,47.67120678159824
VWMA,10,30,SHFE.au1802,2017-01-15,2018-01-15,20998.0,494297.3360982613,10000000.0,9819000.0,58.8505257760574,0.2516411378555808,0.2857142857142857,-36.61763614360629
VWMA,20,40,SHFE.au1802,2017-01-15,2018-01-15,20998.0,685023.2411565429,10000000.0,9806600.0,81.55815329514036,0.9964664310953936,0.25,-28.232618746405983
VWMA,20,60,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,9988200.0,24.88823735315684,0.0,0.0,-2.809791408705591
MA+kσ,5,15,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,10059200.0,31.3944235505558,0.549082202713479,0.6363636363636364,14.096580626726354
MA+kσ,10,30,SHFE.au1802,2017-01-15,2018-01-15,20998.0,419960.0,10000000.0,9916400.0,45.42035356722425,0.0334821428571425,0.4,-19.906657776931137
MA+kσ,20,40,SHFE.au1802,2017-01-15,2018-01-15,20998.0,506264.2312886278,10000000.0,9888100.0,60.275291847869774,0.939759036144565,0.5,-22.103082359813083
MA+kσ,20,60,SHFE.au1802,2017-01-15,2018-01-15,20998.0,422390.2458334983,10000000.0,9891000.0,50.28934253661043,0.0,0.0,-25.805520149953143
MA,5,15,SHFE.au1702,2016-01-15,2017-01-15,20998.0,722230.9258969136,10000000.0,9980300.0,85.98806146977255,1.953422053231928,0.3076923076923077,-2.727659436008677
MA,10,30,SHFE.au1702,2016-01-15,2017-01-15,20998.0,911730.3720554342,10000000.0,9738600.0,108.54966807022504,0.322159730033744,0.5555555555555556,-28.670757058437296
MA,20,40,SHFE.au1702,2016-01-15,2017-01-15,20998.0,537014.6540271104,10000000.0,9974100.0,63.93640513705001,0.1487414187642993,0.5,-4.822959635416667
MA,20,60,SHFE.au1702,2016-01-15,2017-01-15,20998.0,419960.0,10000000.0,10181900.0,35.52804762142987,inf,0.0,43.313648918944665
EMA,5,15,SHFE.au1702,2016-01-15,2017-01-15,20998.0,897964.0575556749,10000000.0,9697500.0,106.91066501043848,2.108311613090049,0.1764705882352941,-33.68731715425532
EMA,10,30,SHFE.au1702,2016-01-15,2017-01-15,20998.0,1039583.374586642,10000000.0,9641700.0,123.77171332825054,0.9958506224066392,0.1666666666666666,-34.465730095238094
EMA,20,40,SHFE.au1702,2016-01-15,2017-01-15,20998.0,708987.4586672228,10000000.0,9784200.0,84.41130806115139,0.0,0.0,-30.43777394957983
EMA,20,60,SHFE.au1702,2016-01-15,2017-01-15,20998.0,697374.5897796531,10000000.0,9951900.0,83.02869199205318,inf,0.0,-6.897297478991596
VWMA,5,15,SHFE.au1702,2016-01-15,2017-01-15,20998.0,1032568.5042941518,10000000.0,9790200.0,122.93653018074956,1.4008226691041872,0.2857142857142857,-20.31826451489687
VWMA,10,30,SHFE.au1702,2016-01-15,2017-01-15,20998.0,1476593.2769412282,10000000.0,9298000.0,175.8016569365211,0.7268464243845223,0.1666666666666666,-47.541866197183104
VWMA,20,40,SHFE.au1702,2016-01-15,2017-01-15,20998.0,1117981.4002737016,10000000.0,9700300.0,133.1057005754955,0.4041450777202043,0.5,-26.807243834882065
VWMA,20,60,SHFE.au1702,2016-01-15,2017-01-15,20998.0,643245.6210509478,10000000.0,10072500.0,76.58415337781548,0.3779342723004698,0.5,11.27096673919801
MA+kσ,5,15,SHFE.au1702,2016-01-15,2017-01-15,20998.0,421342.512908778,10000000.0,10174700.0,50.16460054633512,2.730276134122254,0.3636363636363636,41.46270424836601
MA+kσ,10,30,SHFE.au1702,2016-01-15,2017-01-15,20998.0,1122653.6538634254,10000000.0,9559700.0,133.66197421938105,0.8236754966887347,0.1666666666666666,-39.219575733333336
MA+kσ,20,40,SHFE.au1702,2016-01-15,2017-01-15,20998.0,470600.0,10000000.0,10253500.0,56.02914563291742,1.6509433962264115,0.5,53.86740331491713
MA+kσ,20,60,SHFE.au1702,2016-01-15,2017-01-15,20998.0,419960.0,10000000.0,10335200.0,34.9979124510078,inf,1.0,79.81712544051814
MA,5,15,SHFE.au1902,2018-01-15,2019-01-15,20998.0,832600.0,10000000.0,9673200.0,99.12848842746928,0.1787985865724305,0.3125,-39.25054047561854
MA,10,30,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,9901800.0,40.177135333009,0.4995579133510076,0.375,-23.383179350414327
MA,20,40,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10081200.0,27.77721184123948,1.4366197183098417,0.5,19.33517477855034
MA,20,60,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10061900.0,18.625391250781632,inf,0.0,14.739498999904752
EMA,5,15,SHFE.au1902,2018-01-15,2019-01-15,20998.0,608200.0,10000000.0,9757900.0,72.41165825316696,1.2779209621992929,0.15,-39.80598487339691
EMA,10,30,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,9986800.0,34.26481194690582,0.7425742574257291,0.375,-3.14315649109439
EMA,20,40,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10077400.0,18.596669524018488,inf,0.0,18.430326697780743
EMA,20,60,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10061900.0,18.625391250781632,inf,0.0,14.739498999904752
VWMA,5,15,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,9877900.0,47.02828840841985,1.124324324324309,0.35,-29.07419754262311
VWMA,10,30,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10109100.0,29.081316845672163,1.8801652892561933,0.4444444444444444,25.97866463472712
VWMA,20,40,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10078000.0,23.00045183193099,0.8246153846153762,0.7142857142857143,18.573197447375943
VWMA,20,60,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10037400.0,38.40234788703396,0.3585164835164798,0.8,8.905610058100772
MA+kσ,5,15,SHFE.au1902,2018-01-15,2019-01-15,20998.0,497800.0,10000000.0,9840600.0,59.2675492904086,0.346909090909085,0.3571428571428571,-32.02089192446766
MA+kσ,10,30,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10012500.0,27.41174074382216,0.9931412894375732,0.4285714285714285,2.9764739498999906
MA+kσ,20,40,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10013800.0,27.145612083163435,0.4145299145299051,0.6666666666666666,3.2860272406895894
MA+kσ,20,60,SHFE.au1902,2018-01-15,2019-01-15,20998.0,419960.0,10000000.0,10065900.0,18.617970702269883,inf,0.0,15.69197066387275
MA,5,15,SHFE.au2302,2022-01-15,2023-01-15,20600.0,1136033.9468100816,10000000.0,9788300.000000004,137.86819742840797,2.240711336932382,0.1764705882352941,-18.635006514940667
MA,10,30,SHFE.au2302,2022-01-15,2023-01-15,20600.0,761900.9528761262,10000000.0,9935100.0,92.46370787331628,0.7380410022779119,0.4285714285714285,-8.518167585301835
MA,20,40,SHFE.au2302,2022-01-15,2023-01-15,20600.0,586804.64715173,10000000.0,10319900.000000002,71.21415620773422,3.375000000000031,0.3333333333333333,54.515587351387374
MA,20,60,SHFE.au2302,2022-01-15,2023-01-15,20600.0,495088.94307837286,10000000.0,10366300.0,60.08360959688991,inf,1.0,73.98670584772371
EMA,5,15,SHFE.au2302,2022-01-15,2023-01-15,20600.0,1753128.1704430128,10000000.0,9565500.000000002,212.75827311201613,2.4347391670172733,0.1481481481481481,-24.78426890432093
EMA,10,30,SHFE.au2302,2022-01-15,2023-01-15,20600.0,910670.7701866972,10000000.0,10122900.0,110.51829735275452,2.4212598425197065,0.2,13.495546801705755
EMA,20,40,SHFE.au2302,2022-01-15,2023-01-15,20600.0,897693.1283215722,10000000.0,9758700.0,108.94334081572478,0.0,0.0,-26.880009703445268
EMA,20,60,SHFE.au2302,2022-01-15,2023-01-15,20600.0,412000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,5,15,SHFE.au2302,2022-01-15,2023-01-15,20600.0,1095847.0561473223,10000000.0,9746500.000000004,132.99114759069448,1.3783142617918136,0.2608695652173913,-23.13279016245461
VWMA,10,30,SHFE.au2302,2022-01-15,2023-01-15,20600.0,647462.7132622541,10000000.0,9972500.000000002,78.57557199784637,2.070693205216219,0.2222222222222222,-4.247348833639983
VWMA,20,40,SHFE.au2302,2022-01-15,2023-01-15,20600.0,839330.6504518758,10000000.0,10028100.0,101.86051583153832,1.9340659340659505,0.3333333333333333,3.347905856276264
VWMA,20,60,SHFE.au2302,2022-01-15,2023-01-15,20600.0,589815.9735358886,10000000.0,10332300.0,71.57960843882142,inf,1.0,56.33960674342104
MA+kσ,5,15,SHFE.au2302,2022-01-15,2023-01-15,20600.0,670103.5989590932,10000000.0,9999100.000000004,81.32325230086083,1.6973492217899024,0.3076923076923077,-0.1343075908552485
MA+kσ,10,30,SHFE.au2302,2022-01-15,2023-01-15,20600.0,676997.1710210753,10000000.0,10105700.0,82.15985085207225,2.555104408352693,0.2857142857142857,15.61306376518219
MA+kσ,20,40,SHFE.au2302,2022-01-15,2023-01-15,20600.0,483694.95757837925,10000000.0,10185700.0,58.70084436630816,0.6622613803230624,0.5,38.39196524390244
MA+kσ,20,60,SHFE.au2302,2022-01-15,2023-01-15,20600.0,425436.8498246773,10000000.0,10498500.0,51.63068565833462,inf,1.0,117.17367694063928
MA,5,15,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1163832.5545546438,10000000.0,9794100.000000004,120.98051502647024,1.5780386019822854,0.3157894736842105,-17.691548427152107
MA,10,30,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1577829.6674257966,10000000.0,9724699.999999998,164.01555794446952,1.4007319304666117,0.25,-17.44801772228997
MA,20,40,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10309700.000000002,42.10514127459104,4.897822445561286,0.6,64.38669438669477
MA,20,60,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
EMA,5,15,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1292424.549126206,10000000.0,9783900.0,134.34766622933537,3.70966643975498,0.125,-16.720511858591887
EMA,10,30,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1244997.602763175,10000000.0,9722700.000000004,129.41763022486228,2.982967572879148,0.125,-22.27313525620857
EMA,20,40,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10242700.0,47.66886162858251,4.631118881118912,0.25,50.45738045738045
EMA,20,60,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10348300.0,48.2053942702895,0.0,0.0,72.4116424116424
VWMA,5,15,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1196421.5209498955,10000000.0,9781700.0,124.3681414708831,1.0289172831203872,0.4,-18.246077672247264
VWMA,10,30,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1643172.1871486637,10000000.0,9716300.0,170.80791966202324,1.7747071192550412,0.2,-17.26538473684211
VWMA,20,40,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10304100.0,42.32769519615052,10.43621399176996,0.6,63.222453222453225
VWMA,20,60,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,5,15,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1390606.461072469,10000000.0,9721700.000000002,144.55368618216932,0.9258373205741744,0.4,-20.012851068257408
MA+kσ,10,30,SHFE.au2402,2023-01-15,2024-01-15,24050.0,1343735.1971617255,10000000.0,9793899.999999998,139.6814134263748,1.5110410094637317,0.25,-15.33784338129506
MA+kσ,20,40,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10289300.000000002,41.95155486883191,5.364217252396181,0.5,60.145530145530536
MA+kσ,20,60,SHFE.au2402,2023-01-15,2024-01-15,24050.0,481000.0,10000000.0,10063500.0,9.000992070353075,inf,0.0,13.201663201663202
MA,5,15,SHFE.au2002,2019-01-15,2020-01-15,20998.0,674074.074074074,10000000.0,10273300.0,80.25455687137752,2.5282569064647697,0.3529411764705882,40.54450549450549
MA,10,30,SHFE.au2002,2019-01-15,2020-01-15,20998.0,432380.1760987215,10000000.0,10666000.0,51.4787332244406,6.272407732864729,0.4,154.03111354669002
MA,20,40,SHFE.au2002,2019-01-15,2020-01-15,20998.0,419960.0,10000000.0,10749500.0,40.643906000159866,inf,1.0,178.46937803600343
MA,20,60,SHFE.au2002,2019-01-15,2020-01-15,20998.0,795364.5653814266,10000000.0,10329800.0,94.69527638125376,4.982536764705914,0.5,41.46526188802998
EMA,5,15,SHFE.au2002,2019-01-15,2020-01-15,20998.0,631857.8085074403,10000000.0,10492900.0,75.2283322825317,9.50087750087762,0.2,78.00805709188225
EMA,10,30,SHFE.au2002,2019-01-15,2020-01-15,20998.0,459124.4280794386,10000000.0,10472100.0,54.662875997647234,7.577836411609579,0.3333333333333333,102.82615585819283
EMA,20,40,SHFE.au2002,2019-01-15,2020-01-15,20998.0,653731.0039034373,10000000.0,10367900.0,77.83253213442201,0.0,0.0,56.27696985507247
EMA,20,60,SHFE.au2002,2019-01-15,2020-01-15,20998.0,649472.8915662651,10000000.0,10437100.0,77.32556571652837,0.0,0.0,67.3007304347826
VWMA,5,15,SHFE.au2002,2019-01-15,2020-01-15,20998.0,422831.7330395089,10000000.0,10439300.0,50.34190554332662,2.49444769140858,0.45,103.89475663099115
VWMA,10,30,SHFE.au2002,2019-01-15,2020-01-15,20998.0,422175.1237917827,10000000.0,10491600.0,50.26373033048179,5.54461784713889,0.3333333333333333,116.44456821251688
VWMA,20,40,SHFE.au2002,2019-01-15,2020-01-15,20998.0,419960.0,10000000.0,10691900.0,40.8185617253628,21.34415584415636,0.6666666666666666,164.75378607486428
VWMA,20,60,SHFE.au2002,2019-01-15,2020-01-15,20998.0,826383.2005361496,10000000.0,10321300.000000002,98.38832276123316,1.4546413502109834,0.75,38.8802676278445
